INFO: [VRFC 10-2263] Analyzing Verilog file "C:/Users/cse/Desktop/COMP3601/projects/COMP3601_group/COMP3601_group.sim/sim_1/impl/func/xsim/glbl.v" into library xil_defaultlib
INFO: [VRFC 10-311] analyzing module glbl
INFO: [VRFC 10-163] Analyzing VHDL file "C:/Users/cse/Desktop/COMP3601/projects/COMP3601_group/COMP3601_group.sim/sim_1/impl/func/xsim/design_1_wrapper_func_impl.vhd" into library xil_defaultlib
INFO: [VRFC 10-3107] analyzing entity 'design_1_audio_pipeline_0_1_ctrl_bus'
INFO: [VRFC 10-3107] analyzing entity 'design_1_audio_pipeline_0_1_fifo'
INFO: [VRFC 10-3107] analyzing entity 'design_1_audio_pipeline_0_1_i2s_master'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_axi_dwidth_converter_v2_1_25_b_downsizer'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_axi_dwidth_converter_v2_1_25_r_downsizer'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_axi_dwidth_converter_v2_1_25_w_downsizer'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_xpm_cdc_async_rst'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_xpm_cdc_async_rst__3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_xpm_cdc_async_rst__4\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_incr_cmd'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_incr_cmd_2'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_rd_cmd_fsm'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_simple_fifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_simple_fifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_simple_fifo__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_simple_fifo__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_wr_cmd_fsm'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_wrap_cmd'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_wrap_cmd_3'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_register_slice_v2_1_25_axic_register_slice'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_register_slice_v2_1_25_axic_register_slice_0'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_pc_0_axi_register_slice_v2_1_25_axic_register_slice__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_pc_0_axi_register_slice_v2_1_25_axic_register_slice__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_fifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_fifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_ibttcc'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_mssai_skid_buf'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_reset'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_skid2mm_buf'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_skid_buf'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_axi_datamover_skid_buf__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_slice'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_lite_if'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_register_s2mm'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_reset'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_s2mm_cmdsts_if'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_s2mm_sts_mngr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_smple_sm'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_cdc_sync'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_cdc_sync_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_cntr_incr_decr_addn_f'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_cntr_incr_decr_addn_f_1'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_cntr_incr_decr_addn_f__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_cntr_incr_decr_addn_f__parameterized0_2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_cntr_incr_decr_addn_f__parameterized0_3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_cntr_incr_decr_addn_f__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_dynshreg_f'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_dynshreg_f__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_dynshreg_f__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_dynshreg_f__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_dynshreg_f__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_dynshreg_f__parameterized4\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized2_4\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized3_5\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized6\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized6_7\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized7\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_counter_updn__parameterized7_8\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_reg_bit'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_reg_bit_6'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_rst'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_rst_9'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_memory_base'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_memory_base__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_cdc_sync'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_upcnt_n'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__4\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__5\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__7\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_cdc_async_rst__9\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_xpm_memory_base'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_memory_base__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_memory_base__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_cdc_sync'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_cdc_sync_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_upcnt_n'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_crossbar_v2_1_26_addr_arbiter_sasd'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_crossbar_v2_1_26_decerr_slave'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_crossbar_v2_1_26_splitter'
INFO: [VRFC 10-3107] analyzing entity '\design_1_xbar_0_axi_crossbar_v2_1_26_splitter__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_register_slice_v2_1_25_axic_register_slice'
INFO: [VRFC 10-3107] analyzing entity 'design_1_zynq_ultra_ps_e_0_0_zynq_ultra_ps_e_v3_3_6_zynq_ultra_ps_e'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_axi2sc_v1_0_7_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_fi_regulator'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_si_handler'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_si_handler__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_node_v1_0_14_si_handler__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_sc2axi_v1_0_7_top'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_axi_reg_stall__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter_2'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter_4'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_counter_5'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_counter__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_counter__parameterized0_3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_counter__parameterized0_6\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_pipeline__parameterized5\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_10'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_11'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_12'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_13'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_7'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_8'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_util_v1_0_4_srl_rtl_9'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_dmem'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_dmem__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_dmem__parameterized0_10\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_bin_cntr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_bin_cntr_15'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_bin_cntr_6'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_fwft'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_fwft_13'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_fwft_4'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_status_flags_ss'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_status_flags_ss_14'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_status_flags_ss_5'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_bin_cntr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_bin_cntr_12'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_bin_cntr_3'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_status_flags_ss'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_status_flags_ss_11'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_status_flags_ss_2'
INFO: [VRFC 10-3107] analyzing entity 'design_1_audio_pipeline_0_1_audio_pipeline'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_b_channel'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_cmd_translator'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_cmd_translator_1'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_protocol_converter_v2_1_25_b2s_r_channel'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_pc_0_axi_register_slice_v2_1_25_axi_register_slice'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_datamover_cmd_status'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_reg_module'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_rst_module'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_axi_dma_s2mm_mngr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_srl_fifo_rbu_f'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_rbu_f__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_rbu_f__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_rbu_f__parameterized2\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_rbu_f__parameterized3\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_srl_fifo_rbu_f__parameterized4\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_dma_0_0_xpm_fifo_base'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_dma_0_0_xpm_fifo_base__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_m00s2a_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_bd_6f02_s00a2s_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_lpf'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sequence_psr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_xpm_memory_sdpram'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_memory_sdpram__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_xpm_memory_sdpram__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_lpf'
INFO: [VRFC 10-3107] analyzing entity 'design_1_rst_ps8_0_99M_1_sequence_psr'
INFO: [VRFC 10-3107] analyzing entity 'design_1_xbar_0_axi_crossbar_v2_1_26_crossbar_sasd'
INFO: [VRFC 10-3107] analyzing entity 'design_1_zynq_ultra_ps_e_0_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_mmu_v1_0_10_top'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_node_v1_0_14_upsizer'
INFO: [VRFC 10-3107] analyzing entity 'design_1_axi_smc_1_sc_transaction_regulator_v1_0_9_singleorder'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_axic_reg_srl_fifo__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_axi_smc_1_sc_util_v1_0_4_axic_reg_srl_fifo__parameterized1\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_memory'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_memory__parameterized0\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_memory__parameterized0_9\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_logic'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_logic_0'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_rd_logic_7'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_reset_blk_ramfifo'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_reset_blk_ramfifo__xdcDup__1\'
INFO: [VRFC 10-3107] analyzing entity '\design_1_auto_ds_0_reset_blk_ramfifo__xdcDup__2\'
INFO: [VRFC 10-3107] analyzing entity 'design_1_auto_ds_0_wr_logic'
